itag,H1706_t1 ,H1706_t2 ,H1706_t3 ,H1706_t4 ,H1706_t5 ,H1706_t6 ,H1706_t7 ,H9775_t1 ,H9775_t2 ,H9775_t3 ,H9775_t4 ,H9775_t5 ,H9775_t6 ,H9775_t7 ,H9553_t1 ,H9553_t2 ,H9553_t3 ,H9553_t4 ,H9553_t5 ,H9492_t1 ,H9492_t2 ,H9492_t3 ,H9492_t4 
Solyc00g157080,0.340834732,0,0.525468603,0.254447081,1.299786878,3.235497654,5.171550388,1.117410958,0,0.527434943,0,0,0.721885842,0,0,0.650685526,0.291723964,1.970485413,0.915293414,1.291494177,0.35354397,0,1.84741358
Solyc01g079160,0.26509368,0,1.751562009,1.272235406,1.137313518,0.924427901,0.882947627,0.446964383,0.447152475,0,0,0.362639525,0.320838152,0,0.084187495,0,0,0.218942824,0.915293414,0.645747088,0,0.740132372,0.284217474
Solyc01g090870,0,0,23.64608713,24.93581395,26.645631,13.17309759,12.73967291,1.340893149,0,0,0,1.813197627,0.80209538,0,0,0,0,3.284142355,7.627445114,25.70073412,0,0,4.831697055
Solyc01g091050,23.59333754,5.60735259,28.55046075,21.62800189,56.86567591,32.81719049,62.3108754,34.63973969,3.279118152,37.97531591,5.485510962,11.24182529,17.88672696,11.87345711,12.96487421,10.16696134,12.83585441,7.006170358,25.62821558,91.56693714,9.192143219,17.51646613,61.67519182
Solyc01g103360,5.756319913,3.63720168,29.42624176,15.26682487,17.54712285,16.40859524,12.10899603,4.693126023,0.745254126,3.428327131,1.129369904,1.450558102,4.972991353,5.051139212,4.546124723,1.626713815,2.333791711,3.722028003,8.69528743,30.09181432,2.298035805,4.564149625,16.62672222
Solyc01g107590,94.25973857,95.77964424,217.018533,128.2413289,159.0614192,180.7256547,166.6248308,129.8431533,39.34941783,73.04973964,41.30267078,62.37399837,67.61664049,70.2567545,40.83093501,66.69526642,75.70236864,148.4432345,151.1759622,226.0114809,41.1878725,68.33888898,180.4780959
Solyc01g107910,100.8113395,78.35138619,157.815737,92.8731846,164.4230401,134.5042596,94.60153148,107.4949341,55.59595777,77.53293665,66.31014722,52.22009166,67.61664049,42.83628449,48.91293452,54.98292695,71.90995711,161.5798039,133.9379362,152.0088646,50.73355969,90.66621552,161.0091989
Solyc02g032840,24.99454699,8.63835399,65.15810675,36.89482676,57.51556935,43.67921833,30.02021932,33.29884654,14.01077756,31.11866165,13.71377741,15.59349959,19.81175587,15.87500895,14.48024912,14.64042434,14.29447423,30.87093814,35.84899204,58.50468621,7.954739324,19.24344166,43.76949097
Solyc02g068400,7.611975674,6.21355287,26.62374254,14.50348362,20.14669661,10.39981389,15.64078654,8.045358896,12.37121848,5.538066904,5.001495289,11.96710434,6.978229802,3.935952633,7.661062034,5.042812827,8.16827099,18.17225437,17.23802596,13.94813711,3.358667715,7.524679112,12.78978632
Solyc02g072240,53.62466445,21.82321008,206.3340047,100.25215,124.4545936,128.2643713,145.3079524,118.8925259,37.85890958,85.4444608,24.68479933,56.57176596,37.13701607,34.43958554,41.50443497,25.94608535,37.77825333,128.9573231,140.1924412,189.4621957,19.26814636,38.36352793,140.4034321
Solyc02g072500,18.06424078,16.51895763,43.96420643,36.89482676,36.7189793,27.03951611,32.54292683,26.81786299,19.67470891,20.83368026,11.93905327,13.41766244,24.62432815,16.53100106,20.03662378,18.30053042,14.87792216,25.17842472,30.66232936,37.45333113,18.03074247,24.54772366,29.2743998
Solyc02g077260,15.86775029,15.00345693,15.41374568,14.50348362,22.25885029,18.02634407,20.9384723,13.40893149,8.793998681,16.35048324,10.64834481,13.05502291,14.19708822,7.609508424,10.18668688,13.1763819,12.25240648,8.538770124,13.2717545,15.11048187,14.31853078,18.3799539,22.16896296
Solyc02g077400,8.634479869,5.91045273,38.1840518,22.39134314,37.04392602,21.72405568,22.95663831,5.363572597,3.428168978,6.329219319,3.226771154,6.527511457,9.063677789,5.641532107,7.408499549,3.741441775,3.646549549,6.130399063,11.28861877,30.09181432,3.18189573,10.3618532,27.14276875
Solyc02g080110,3.597699946,2.12170098,4.378905023,1.526682487,4.549254073,2.773283703,3.405655133,1.340893149,0.894304951,0.527434943,1.613385577,0.362639525,1.443771683,2.295972369,3.45168729,2.602742104,1.021033874,2.408371061,3.203526948,2.066390683,0.70708794,3.207240277,4.405370844
Solyc02g081970,16.05710291,11.21470518,28.02499215,22.64579022,27.29552444,21.26184173,29.89408395,21.90125477,11.62596436,19.77881037,10.00299058,14.50558102,12.75331653,12.46385,14.22768663,10.5736398,12.54413045,19.70485413,28.06899802,33.06225093,7.247651384,18.13324311,31.40603086
Solyc02g083480,11.73986298,1.97015091,38.88467661,23.91802562,50.8541616,26.11508821,38.47128947,14.74982464,1.639559076,7.911524148,1.613385577,9.791267186,12.83352607,0.393595263,1.262812423,1.545378124,1.896205766,10.07136989,18.00077047,32.02905559,1.237403895,19.36679706,32.11657454
Solyc02g083527,1.060374721,0.60620028,5.429842229,4.834494541,4.711727433,9.013172036,3.153384383,3.128750682,0.745254126,1.054869887,0.322677115,1.450558102,1.363562145,0.721591316,0.16837499,1.138699671,1.896205766,3.722028003,5.796858287,5.03682729,0.883859925,2.220397115,3.836935897
Solyc02g086430,6.740953582,3.48565161,27.67467975,16.28461319,17.87206957,13.63531154,17.28054642,6.480983555,4.173423103,7.911524148,1.774724135,7.978069559,5.293829505,2.689567633,6.061499631,2.277399341,2.333791711,7.881941653,12.05136328,18.85581498,1.944491835,5.304281997,13.21611253
Solyc02g087970,0.605928412,0.15155007,6.130467033,0.763341243,2.437100396,2.542176728,3.153384383,1.564375341,0,0.263717472,0,1.087918576,0.240628614,0,0.084187495,0,0.145861982,2.627313884,0.915293414,3.874482531,0,2.590463301,13.50033001
Solyc02g093090,7.611975674,5.30425245,77.59419701,29.51586141,26.97057772,36.74600907,22.4520968,22.34821916,8.048744556,11.86728622,5.162833847,6.890150983,12.19184977,11.47986185,4.209374744,8.458911838,10.93964865,34.15508049,40.57800801,44.42739968,6.187019474,11.10198557,28.70596486
Solyc03g031980,11.36115772,4.5465021,33.45483438,12.21345989,22.90874373,19.18187895,42.63375685,12.51500273,17.43894654,11.33985128,5.324172405,11.24182529,17.9669365,15.94060816,8.671311972,11.22432532,6.855513152,18.61014001,23.03488424,14.07728653,7.424423369,7.031257531,18.61624454
Solyc03g070440,12.68662612,6.21355287,43.26358163,23.40913146,25.67079084,21.4929487,24.59639818,20.78384382,13.41457426,20.30624531,9.19629779,13.78030197,12.91373561,5.444734476,11.02856183,12.03768223,11.81482054,27.58679578,32.03526948,42.74845725,4.59607161,10.97863018,31.69024833
Solyc03g080180,242.9772932,143.2148162,607.616861,277.3473184,466.2985425,417.8414113,586.6556305,565.856909,300.3374126,502.9092184,197.4783946,355.7493744,217.4480574,122.2769285,152.8003032,123.5489143,187.7243708,508.6041794,702.7927928,596.7994591,153.261311,237.4591359,495.9594918
Solyc03g083100,9.656984064,3.18255147,35.73186499,22.13689606,32.49467195,33.04829746,31.91224995,24.35955888,4.024372278,18.72394048,4.356141058,11.24182529,10.74807809,3.804754212,5.893124641,4.880141445,3.354825585,18.39119719,25.01801997,16.91857372,3.88898367,7.524679112,22.45318043
Solyc03g096030,11.36115772,12.88175595,16.28952669,17.30240151,15.27249582,14.79084642,14.75783891,11.17410958,9.539252807,11.86728622,8.389605001,10.87918576,11.79080208,7.740706845,10.60762435,7.889562003,10.64792468,13.79339789,18.30586827,16.66027488,4.772843595,6.78454674,22.45318043
Solyc03g098260,0.984633669,0.30310014,4.554061224,2.544470811,1.787206957,3.004390679,3.405655133,0.893928766,0.149050825,0,0.161338558,1.450558102,0.40104769,0.327996053,0.084187495,0.406678454,0,1.75154259,0.610195609,1.033195342,0,0.863487767,1.705304843
Solyc03g114900,9.884207219,0,52.02139168,24.68136687,29.24520476,45.7591811,54.74275288,12.96196711,0.149050825,4.483197017,0,3.263755729,0.641676304,0.196797632,0.16837499,0,0,7.225113182,11.59371657,28.54202131,0,0.370066186,54.71186371
Solyc03g115690,1.628432607,1.81860084,9.45843485,2.544470811,3.574413915,4.159925555,4.162467385,1.564375341,0.149050825,0,0.484015673,0.725279051,1.283352607,1.115186579,0.505124969,0.488014145,0.875171892,1.75154259,1.372940121,8.394712149,0.883859925,0.740132372,5.115914529
Solyc03g118820,1.325468401,2.12170098,3.67828022,8.142306595,4.711727433,5.777674382,4.540873511,4.24616164,1.788609901,1.846022301,2.258739808,3.989034779,2.326076601,0.655992106,0.757687454,1.464042434,2.917239639,1.094714118,1.525489023,3.874482531,3.712211685,1.110198557,3.836935897
Solyc03g122080,3.408347317,0.30310014,23.99639953,6.615624109,10.0733483,12.47977667,12.10899603,10.28018081,0.5962033,3.164609659,0.322677115,1.450558102,1.684400297,0.721591316,1.262812423,0.813356908,1.166895856,6.130399063,4.881564873,11.36514876,1.06063191,2.34375251,20.0373319
Solyc04g005910,1.24972735,3.63720168,5.079529827,3.307812054,2.599573756,1.617748827,2.270436756,0.893928766,0.745254126,0.263717472,0.322677115,1.087918576,1.925028911,2.230373159,2.020499877,0.732021217,0.875171892,2.408371061,1.98313573,2.453838936,1.590947865,3.453951068,2.131631054
Solyc04g007670,1.439079978,1.21240056,11.20999686,13.23124822,7.311301189,6.702102283,3.784061259,4.022679448,1.639559076,2.900892188,2.742755481,3.626395254,4.652153201,1.967976317,2.020499877,1.952056578,2.917239639,6.130399063,6.559602798,11.23599934,2.47480779,3.083884882,4.831697055
Solyc04g014470,1.325468401,1.36395063,2.627343014,3.562259135,2.274627037,2.542176728,1.765895254,1.340893149,1.788609901,1.846022301,0.645354231,2.901116203,1.684400297,1.115186579,0.505124969,1.138699671,0.437585946,2.627313884,3.813722557,4.261930784,1.41417588,2.34375251,3.268500949
Solyc04g014550,7.309011468,1.36395063,30.30202276,16.28461319,27.62047116,16.17748827,33.93041596,10.05669862,2.235762377,8.17524162,0.968031346,8.70334861,5.935505809,0.131198421,0.420937474,0.650685526,0.72930991,16.85859742,20.74665071,42.74845725,0,7.771389902,18.18991832
Solyc04g015010,1.855655761,0.15155007,2.802499215,0.254447081,2.599573756,0.924427901,0.756812252,1.564375341,0.29810165,0.527434943,0,0.725279051,0.641676304,0,0.16837499,0.081335691,0,2.408371061,2.135684632,0.904045924,0,0,7.389654319
Solyc04g072300,3.332606265,0.45465021,8.407497645,2.544470811,3.086993835,6.239888333,14.88397429,2.011339724,0,1.054869887,0.322677115,0.725279051,2.326076601,0.065599211,0.084187495,0.162671382,0,3.284142355,4.118820362,0.904045924,0,0.246710791,2.131631054
Solyc04g074340,1.77991471,0.30310014,3.327967818,6.361177028,10.23582166,7.626530184,11.2260484,8.492323279,1.490508251,4.746914489,0.968031346,3.263755729,4.732362739,0.983988158,1.262812423,1.301371052,0.875171892,0.875771295,4.118820362,12.26919468,0.35354397,2.713818696,4.263262107
Solyc04g078990,4.014275729,2.72790126,39.41014521,10.68677741,14.1351823,15.02195339,18.9203063,12.96196711,3.577219803,7.911524148,2.581416924,5.076953356,4.571943663,1.902377106,2.862374826,2.440070723,2.187929729,14.01234072,19.52625949,14.20643595,1.41417588,4.44079423,9.805502847
Solyc04g080210,0.227223155,0,0,0,0.487420079,0.462213951,0.252270751,0.223482192,0,0,0,0,0,0,0.33674998,0.244007072,0,0,0,0,0,0.246710791,0.426326211
Solyc04g080550,53.28382972,35.91736659,129.7907449,65.64734692,109.8319912,99.37599937,119.8286065,98.33216429,36.66650298,84.38959092,27.26621625,48.5936964,38.82141637,20.79494974,30.64424813,28.22348469,34.27756576,93.26964289,106.0214871,103.9652812,17.85397048,44.65465309,102.4603993
Solyc04g080560,0.189352629,0,2.802499215,3.307812054,2.112153677,4.622139506,0.504541501,0.223482192,0,1.054869887,0.161338558,0,0.080209538,0.065599211,0.084187495,0,3.792411531,1.094714118,0.915293414,17.43517139,0,2.220397115,0
Solyc04g080790,1.325468401,1.06085049,5.079529827,5.088941622,2.924520476,3.235497654,3.784061259,1.787857533,1.788609901,1.58230483,0.484015673,3.263755729,1.764609835,2.295972369,2.273062362,1.708049506,2.042067747,5.254627768,4.271369264,6.457470884,1.76771985,2.960529487,5.400132003
Solyc05g006500,0.26509368,0.15155007,0.175156201,0.508894162,1.137313518,0.693320926,1.513624504,0.893928766,0.149050825,0.263717472,0,0.725279051,0.080209538,0,0,0.081335691,0,1.094714118,1.220391218,2.324689518,0,0.370066186,0.426326211
Solyc05g008670,7.801328303,1.81860084,29.77655416,15.77571903,24.69595068,14.79084642,21.4430138,6.927947938,4.918677229,12.92215611,0.806692789,6.527511457,4.411524587,0.655992106,0.673499959,2.033392269,2.187929729,12.69868377,12.35646108,27.7671248,0.176771985,5.057571206,15.20563485
Solyc05g010070,98.1225322,109.8738008,295.1381986,129.2591172,165.5603536,157.3838502,130.6762488,128.5022601,128.7799129,164.0322673,86.15478982,122.9347991,93.84515941,93.2820774,66.17137097,88.8185743,98.01925188,181.0657152,175.7363354,168.1525418,72.29974186,70.5592861,130.0294943
Solyc05g010080,14.42867031,15.76120728,46.59154945,32.82367346,38.83113298,28.42615796,22.83050293,31.06402463,16.69369241,25.31687728,13.55243885,10.87918576,20.53364172,28.01086291,17.17424895,15.29110986,20.27481549,38.53393697,33.5607585,38.48652647,18.20751445,17.26975534,30.12705223
Solyc05g010800,5.377614655,1.66705077,42.56295683,22.64579022,28.59531132,36.05268814,23.58731518,27.26482737,2.086711552,13.18587358,0.484015673,6.890150983,5.293829505,1.705579474,0.673499959,0.976028289,1.750343784,21.45639672,21.50939522,30.22096374,1.06063191,3.083884882,20.17944064
Solyc05g015320,25.90343961,11.82090546,42.56295683,25.44470811,41.43070674,51.99906944,41.24626772,37.54500818,8.793998681,29.00892188,11.13236048,12.69238339,13.23457376,11.67665948,15.82724904,11.71233947,11.23137261,24.52159625,26.8486068,40.42376773,10.6063191,10.3618532,37.94303276
Solyc05g050510,0.416575783,0,2.277030612,0,0,0.231106975,1.261353753,0.223482192,0,0,0,0,0,0,0,0,0,0.218942824,0,0.258298835,0,0,0.994761158
Solyc05g051350,0,0,4.203748822,3.816706217,0.812366799,1.386641852,0.126135375,0,0.894304951,0.263717472,0,0,0,0.196797632,0,0,0.145861982,0.218942824,3.050978046,3.099586024,0,0.123355395,0
Solyc05g052340,4.847427295,0.15155007,39.23498901,11.70456573,16.08486262,14.32863247,18.54190017,8.492323279,2.981016502,6.856654262,0.968031346,6.164871932,7.539696568,0.459194474,0.084187495,0.406678454,1.166895856,17.51542589,17.39057486,27.89627422,0.530315955,4.44079423,14.92141738
Solyc05g052360,1.742044184,1.21240056,13.13671507,4.58004746,8.286141348,3.92881858,8.829476271,2.234821916,0,1.58230483,0.322677115,1.813197627,1.844819373,0.852789737,0.757687454,0.976028289,0.875171892,4.15991365,5.034113775,13.94813711,0.883859925,2.09704172,11.36869895
Solyc05g052365,4.923168346,0.45465021,26.27343014,11.70456573,18.68443637,10.16870691,18.16349404,8.939287662,2.981016502,15.03189588,0.484015673,11.24182529,6.817810726,0.196797632,1.010249939,2.19606365,2.333791711,7.662998829,11.74626548,23.89264227,0.35354397,7.277968321,11.08448148
Solyc05g053620,13.36829559,1.06085049,132.0677755,58.52282865,70.18849141,80.19412042,63.69836453,45.81384927,4.471524753,13.18587358,1.936062693,16.31877864,8.742839637,0.196797632,0.673499959,0.325342763,2.625515675,73.56478876,57.20583836,52.95126125,0.35354397,6.907902135,46.04323076
Solyc05g054590,151.0276567,102.5993974,475.3739293,306.3542856,387.6614364,265.7730216,317.2304689,169.6229834,98.82069705,176.9544235,71.15030395,123.6600782,104.8338661,93.2820774,159.0301778,120.7835008,103.4161452,231.4225646,312.4201519,414.3113319,62.4005107,144.6958787,313.9181998
Solyc05g056170,7.952810406,11.06315511,47.99279906,25.69915519,25.34584412,27.03951611,16.01919266,31.51098901,10.13545611,13.71330852,8.873620675,15.23086007,10.3470304,13.51343737,7.492687044,4.636134373,21.58757333,42.47490779,35.84899204,39.90717006,14.31853078,17.26975534,40.21677255
Solyc05g056450,9.770595641,7.42595343,11.91062166,18.06574276,20.14669661,19.87519987,23.71345056,17.87857532,5.663931354,11.60356875,6.130865193,5.802232406,9.143887327,6.166325792,6.314062116,8.865590292,7.147237116,18.17225437,15.25489023,33.44969918,4.59607161,13.19902729,34.95874928
Solyc06g007240,4.279369409,2.12170098,17.69077629,9.414542001,14.29765566,16.63970222,8.198799395,5.810536981,2.235762377,2.900892188,1.45204702,2.901116203,1.925028911,2.295972369,2.525624846,1.545378124,2.333791711,6.349341887,5.491760482,11.36514876,1.76771985,5.921058973,16.20039601
Solyc06g010160,0.871022092,0.45465021,5.079529827,3.053364973,3.249467195,3.004390679,2.14430138,0,0.29810165,1.054869887,0.322677115,1.813197627,0.882304918,0.459194474,0.084187495,0.244007072,0,1.094714118,1.525489023,0.516597671,0.176771985,0.246710791,1.563196106
Solyc06g050860,2.650936802,1.5155007,9.28327865,7.378965352,7.473774549,6.470995308,4.28860276,3.352232873,1.937660726,2.900892188,1.45204702,2.538476678,1.844819373,1.18078579,1.599562403,0.894692598,2.771377657,6.130399063,6.864700603,8.265562732,2.298035805,3.947372649,7.247545583
Solyc06g050920,30.29642059,12.57865581,115.4279364,49.10828665,69.70107134,57.77674382,64.45517678,55.20010132,23.99718284,36.92044603,10.00299058,30.09908061,26.6295666,12.66064764,16.07981152,18.70720887,16.19068,66.5586184,63.00269664,87.04670752,8.838599249,26.39805459,60.11199571
Solyc06g051220,2.991771534,0.90930042,7.882029042,8.396753676,7.961194628,9.937599937,5.549956513,3.799197257,1.043355776,0.263717472,0.322677115,1.813197627,2.646914752,1.967976317,0.926062444,1.05736398,1.45861982,5.692513416,4.881564873,10.07365458,0.70708794,3.083884882,9.66339411
Solyc06g053380,15.37543345,8.33525385,32.05358477,17.81129568,31.51983179,23.11069753,24.97480431,13.63241369,10.28450693,12.65843864,6.292203751,11.96710434,15.6408599,10.23347685,14.14349914,9.6789472,7.001375134,10.07136989,15.40743913,21.95540101,5.126387564,12.70560571,23.02161538
Solyc06g060017,1.060374721,2.72790126,1.401249608,3.816706217,2.599573756,1.617748827,3.027249007,0.446964383,0.5962033,1.318587358,0.806692789,1.087918576,1.443771683,1.246385001,0.420937474,1.138699671,0.875171892,2.408371061,1.98313573,2.195540101,0.883859925,2.09704172,1.278978632
Solyc06g066170,137.7729726,84.71648913,191.0954152,144.5259421,128.6789009,135.6597945,99.64694649,101.6843972,78.10263236,106.2781411,77.60384626,81.95653274,89.51384436,88.95252951,109.6121183,67.42728764,143.6740522,152.8220909,164.7528145,225.8823315,56.39026321,101.1514241,160.0144378
Solyc06g068770,38.89302994,20.76235959,102.8166899,50.63496914,69.86354469,58.00785079,78.83460957,78.88921362,33.53643565,83.07100356,33.55842001,45.32994067,30.15878627,24.53410475,28.45537327,32.04626216,31.65205009,75.09738852,76.12190224,120.3672573,19.79846232,36.38984161,95.07074499
Solyc06g068900,0.946763144,0.30310014,2.452186813,1.272235406,3.574413915,2.773283703,3.784061259,0.446964383,0.149050825,1.58230483,0.968031346,1.087918576,1.604190759,0.196797632,0.084187495,1.138699671,0.437585946,1.75154259,1.830586827,2.453838936,0.35354397,0.370066186,2.273739791
Solyc06g074040,2.57519575,1.81860084,4.378905023,3.562259135,7.798721268,6.239888333,5.549956513,2.681786299,1.490508251,2.109739773,1.774724135,2.538476678,1.925028911,2.689567633,3.788437269,2.521406413,4.667583423,4.15991365,3.813722557,4.907677872,2.298035805,3.824017253,6.110675687
Solyc06g075040,4.847427295,2.72790126,29.77655416,11.45011865,20.47164333,20.79962777,23.71345056,43.13206297,20.56901387,11.60356875,5.001495289,7.978069559,13.47520238,2.623968422,0.757687454,1.708049506,2.917239639,21.01851107,23.49253095,22.85944693,3.358667715,11.71876255,31.26392212
Solyc06g075220,12.00495666,21.67166001,56.0499843,34.85925011,42.56802026,28.42615796,28.12818869,15.19678903,5.962033004,8.966394035,6.130865193,13.41766244,13.9564596,22.30373159,11.61787429,12.76970345,12.1065445,22.98899649,21.81449303,52.04721533,13.78821483,17.02304455,38.93779391
Solyc06g076450,3.521958894,2.57635119,13.48702747,8.651200758,9.098508146,8.31985111,6.432904141,5.810536981,6.856337955,6.329219319,5.969526636,3.989034779,5.053200891,4.657543949,3.11493731,2.277399341,5.688617297,8.538770124,7.474896212,15.75622896,6.363791459,7.524679112,7.673871793
Solyc07g005520,0.984633669,0.90930042,7.706872841,6.87007119,7.311301189,8.088744135,7.946528644,2.011339724,1.341457426,1.054869887,0.645354231,2.538476678,2.72712429,0.918388948,1.094437433,1.220035361,1.896205766,2.627313884,3.813722557,7.878114479,1.06063191,5.180926601,7.531763056
Solyc07g005840,64.68285797,28.49141316,245.7441499,112.2111628,128.3539542,144.9040735,163.7237171,154.4261944,52.01873796,119.4640146,33.23574289,56.57176596,53.98101904,41.32750265,45.37705974,34.56766857,50.03065981,162.2366323,168.8716348,217.7459182,22.80358606,52.67275378,184.741358
Solyc07g037960,0.643798938,2.42480112,2.452186813,2.544470811,2.599573756,1.386641852,1.513624504,3.352232873,0.894304951,0.791152415,0.968031346,0.362639525,1.363562145,2.230373159,1.262812423,1.870720887,1.896205766,2.627313884,1.678037925,2.841287189,1.944491835,2.713818696,4.12115337
Solyc07g042520,484.9699526,238.3882601,1724.763111,725.6830753,1551.620586,1120.86883,2579.972966,726.3171226,282.0041611,704.9168016,168.2761157,660.7292153,565.5574521,190.2377106,176.7937392,413.1039733,153.446805,697.1139506,1121.234432,1032.162146,133.8163926,448.150151,1091.110882
Solyc07g048050,10.94458194,11.51780532,38.88467661,25.19026103,36.88145266,27.27062308,26.99297032,21.90125477,13.11647261,17.6690706,10.64834481,17.04405769,25.66705215,16.66219948,13.46999918,16.10446677,11.08551063,16.42071178,25.93331339,27.37967655,6.187019474,11.34869637,27.85331243
Solyc07g052270,0,0,0,0,0,0,0,0,0,0,0,0.362639525,0,0.065599211,0.084187495,0.162671382,0.145861982,0,0.152548902,0,0,0.123355395,0.284217474
Solyc07g053590,9.846336693,4.5465021,20.31811931,13.23124822,15.92238926,20.10630685,16.39759879,12.96196711,3.130067327,5.274349432,3.065432597,3.626395254,5.935505809,4.854341581,5.303812177,4.473462992,4.229997477,10.07136989,14.79724352,9.815355744,3.005123745,4.194083439,15.91617853
Solyc07g053840,0.605928412,0,5.429842229,2.544470811,1.299786878,3.92881858,3.784061259,1.340893149,0.149050825,1.054869887,0.161338558,0,0.320838152,0.524793684,0.252562485,0,0,1.313656942,1.525489023,2.453838936,0,2.34375251,0.852652422
Solyc07g064030,27.49400169,15.00345693,55.5245157,30.53364973,36.55650595,33.97272537,39.3542371,31.7344712,8.048744556,20.04252784,9.357636348,15.59349959,15.96169805,11.47986185,16.4165615,16.7551523,15.46137009,27.14891014,31.88272058,45.46059502,11.13663505,17.39311073,50.30649287
Solyc07g064050,1.969267339,2.42480112,12.08577786,5.343388703,5.036674152,6.702102283,5.802227264,4.693126023,1.043355776,3.428327131,1.613385577,3.989034779,1.443771683,2.755166843,1.431187413,1.05736398,1.896205766,8.538770124,4.729015971,10.71940167,1.590947865,3.207240277,5.258023266
Solyc08g008660,0.908892618,0.60620028,0.525468603,0.508894162,1.462260238,0.231106975,2.14430138,0,0.29810165,0,0,0.725279051,0.320838152,0.196797632,0.084187495,0.406678454,0.583447928,1.313656942,0.915293414,1.162344759,0,0.616776976,0.426326211
Solyc08g079270,1.77991471,0.45465021,4.028592622,1.526682487,1.787206957,1.848855802,2.774978257,1.564375341,0.29810165,0.527434943,0.161338558,0.362639525,0.721885842,1.377583422,0.926062444,1.138699671,0.583447928,3.065199532,2.745880241,1.67894243,0.35354397,1.356909348,7.247545583
Solyc08g081790,19.23822708,12.73020588,47.29217425,34.09590887,42.73049362,23.3418045,25.73161656,16.31419998,10.43355776,11.33985128,10.64834481,8.70334861,17.3252602,25.58369212,14.90118659,10.41096842,15.46137009,20.3616826,21.66194412,46.23549153,10.07600314,11.96547334,24.86902896
Solyc09g005630,13.44403664,5.45580252,57.45123391,35.11369719,46.79232761,28.65726493,31.02930232,17.87857532,8.346846206,15.55933083,7.09889654,19.9451739,12.83352607,7.937504477,9.513186921,7.238876477,11.96068252,28.90045273,32.03526948,48.81847988,5.126387564,10.3618532,23.30583285
Solyc09g007420,7.38475252,4.5465021,40.63623862,16.53906027,26.15821092,15.94638129,22.57823218,6.480983555,2.981016502,1.846022301,1.613385577,3.626395254,4.732362739,8.33109974,5.135437187,2.928084867,2.042067747,11.82291248,7.779994016,25.31328587,1.590947865,7.524679112,21.60052801
Solyc09g007650,9.922077744,1.5155007,32.57905337,22.64579022,26.645631,33.74161839,42.3814861,33.52232873,1.490508251,14.76817841,0.968031346,6.164871932,9.865773168,0.459194474,0.841874949,0.894692598,1.896205766,12.26079813,20.289004,31.77075675,0.530315955,5.427637392,33.25344444
Solyc09g007660,24.275007,8.63835399,148.7076146,79.89638347,100.0835896,97.98935752,120.333148,71.29081911,10.13545611,46.67799248,8.550943559,28.64852251,24.86495677,15.48141369,16.66912399,11.79367516,6.272065224,48.16742121,58.88387628,109.0021085,5.479931534,18.87337548,108.2868575
Solyc09g008530,5.377614655,1.97015091,7.882029042,5.597835784,7.473774549,8.550958085,5.802227264,4.469643831,2.981016502,3.692044603,2.581416924,3.626395254,1.844819373,1.508781843,3.956812259,3.416099012,3.063101621,4.597799297,5.034113775,3.616183695,2.12126382,1.850330929,8.100198004
Solyc09g010990,5.945672541,0.45465021,70.23763657,40.4570859,48.90448129,39.51929277,40.99399697,31.7344712,1.937660726,14.50446094,0.645354231,9.065988135,6.65739165,0.918388948,1.010249939,1.708049506,1.166895856,31.08988096,39.35761679,40.94036541,0.176771985,6.907902135,26.71644254
Solyc09g011190,3.181124162,2.27325105,11.38515306,4.071153298,2.924520476,3.466604629,2.774978257,3.575715065,1.043355776,1.054869887,0.968031346,1.813197627,1.122933531,1.443182632,0.505124969,0.488014145,0.72930991,6.568284711,3.813722557,5.940873213,0.530315955,1.356909348,5.115914529
Solyc09g014240,95.69881855,79.26068661,324.3892841,177.0951684,217.8767754,171.9435896,194.8791548,183.4788793,109.8504581,214.138587,73.57038232,179.8692046,101.1442274,66.77999634,55.47955912,86.70384634,65.34616792,259.8851317,266.960579,287.3574543,50.73355969,85.48528892,170.2462668
Solyc09g072820,143.2641989,74.41108437,438.9414395,209.4099477,314.2234778,268.5463053,357.3415182,308.4054244,123.563134,250.0041631,85.67077415,145.7810892,130.6613373,92.10129161,110.3698058,82.31171904,99.18614773,270.6133301,311.1997607,360.3268753,57.98121107,100.0412256,292.743998
Solyc09g074570,7.006047262,25.7635119,25.22249293,16.03016611,11.6980819,11.32424179,6.306768765,12.73848492,7.601592081,6.856654262,5.808188078,10.51654624,7.138648878,13.0542429,6.73499959,3.822777465,5.98034126,19.48591131,15.86508584,23.50519402,12.19726696,17.26975534,16.76883096
Solyc09g074890,2.007137864,2.57635119,12.78640267,10.17788324,11.04818846,9.706492962,6.937445642,9.609734237,1.341457426,5.010631961,0.968031346,3.626395254,2.646914752,1.508781843,2.441437351,2.11472796,2.917239639,8.538770124,6.864700603,14.20643595,1.41417588,4.934215811,8.668632952
Solyc10g005010,5.680578861,2.87945133,21.01874411,6.87007119,11.6980819,13.63531154,24.09185668,8.268841088,1.192406601,3.164609659,1.45204702,2.901116203,5.213619967,2.295972369,2.693999836,1.464042434,3.208963603,9.633484242,9.305483039,9.169608656,1.944491835,3.700661858,10.08972032
Solyc10g006500,10.67948826,7.88060364,30.12686656,12.46790697,16.24733598,19.41298592,21.69528455,15.19678903,10.28450693,16.35048324,7.421573655,13.41766244,7.700115644,6.953516318,8.502936982,7.645554931,10.93964865,26.49208167,23.95017766,30.99586024,6.540563444,11.47205176,25.0111377
