itag,H1706_t1 ,H1706_t2 ,H1706_t3 ,H1706_t4 ,H1706_t5 ,H1706_t6 ,H1706_t7 ,H9775_t1 ,H9775_t2 ,H9775_t3 ,H9775_t4 ,H9775_t5 ,H9775_t6 ,H9775_t7 ,H9553_t1 ,H9553_t2 ,H9553_t3 ,H9553_t4 ,H9553_t5 ,H9492_t1 ,H9492_t2 ,H9492_t3 ,H9492_t4 
Solyc12g009510,0.643798938,2.12170098,5.429842229,4.834494541,3.574413915,2.773283703,1.009083002,0.893928766,2.384813202,1.054869887,1.290708462,1.450558102,1.523981221,1.705579474,6.229874621,0.732021217,1.021033874,4.816742121,3.508624752,2.453838936,3.88898367,6.044414368,1.563196106
Solyc12g010020,22.15425756,1.5155007,64.98295055,15.01237779,10.23582166,5.315460431,16.77600492,19.88991505,88.68524094,79.64267643,17.90857991,30.82435966,8.662630099,17.71178685,9.681561911,0.488014145,29.17239639,39.19076544,19.52625949,30.35011316,22.98035805,18.00988771,1.421087369
Solyc12g010710,4.847427295,1.5155007,19.0920259,12.21345989,20.95906341,8.550958085,6.054498015,3.575715065,15.65033664,2.900892188,2.904094039,4.351674305,9.143887327,11.28306421,18.35287388,1.301371052,3.792411531,8.976655771,7.32234731,7.490666226,2.12126382,6.291125159,2.131631054
Solyc12g010960,9.051055652,4.09185189,49.56920486,22.39134314,13.97270894,18.48855802,3.405655133,31.95795339,26.53104687,16.61420071,17.90857991,19.9451739,16.2825362,11.02066737,4.798687208,1.301371052,18.81619567,21.01851107,20.1364551,22.98859635,11.49017902,7.524679112,1.705304843
Solyc12g011000,45.33101931,28.64296323,67.61029356,44.27379211,51.34158168,43.44811135,44.39965211,54.08269036,50.08107724,41.66736052,46.62684318,35.53867349,50.45179937,51.56097949,42.43049742,33.4289689,37.63239135,60.42821934,46.22231739,48.68933047,45.60717213,50.45235667,41.06942497
Solyc12g011090,0.189352629,0.60620028,2.977655416,6.615624109,3.411940555,8.088744135,0.378406126,5.587054789,2.533864027,0.791152415,1.290708462,2.538476678,6.095924884,0.918388948,4.967062198,0.488014145,1.896205766,1.970485413,0.762744511,8.136413314,1.590947865,3.824017253,0
Solyc12g013560,11.77773351,6.66820308,7.882029042,7.633412433,11.21066182,8.550958085,6.559039516,8.939287662,9.092100332,9.75754645,9.357636348,8.340709084,11.06891624,6.428722634,9.260624436,7.482883549,10.35620072,11.16608401,6.101956091,13.94813711,7.424423369,13.81580427,4.689588318
Solyc12g014230,0.492316835,1.36395063,10.15905965,7.633412433,1.299786878,0.462213951,1.387489128,4.916608214,23.55003037,1.318587358,2.09740125,0,3.368800594,5.90392895,1.683749898,0.569349835,0,19.48591131,13.5768523,6.974068555,5.126387564,9.375010041,0
Solyc12g014430,20.48795443,7.5775035,58.67732731,51.90720454,41.91812682,43.44811135,19.67711855,56.09403008,79.44408978,49.57888466,48.24022876,49.31897545,36.41513023,28.99485106,21.97293616,9.109597365,46.67583423,51.88944921,42.25604593,43.78165259,27.75320164,41.32405742,7.958089267
Solyc12g015910,3.711311523,7.72905357,4.203748822,5.343388703,4.711727433,5.777674382,2.901113632,3.799197257,1.490508251,2.109739773,2.420078366,2.538476678,4.090686436,5.182337634,2.778187331,4.392127301,4.521721441,2.846256708,2.898429143,6.199172049,3.5354397,5.674348183,5.54224074
Solyc12g017460,71.00723577,48.04137219,512.1567315,513.2197626,220.1514025,259.7642402,90.81747022,348.6322188,337.7491697,286.6608916,268.46736,450.7609301,311.5338454,266.0047988,55.98468409,40.83051676,384.7839084,363.2261445,295.3346748,362.7807143,247.480779,258.4295531,57.12771224
Solyc12g056460,10.60374721,7.27440336,13.66218367,16.03016611,12.83539542,12.71088364,7.946528644,8.492323279,9.688303632,6.856654262,9.034959232,6.890150983,13.15436422,18.36777895,11.4494993,7.238876477,16.19068,10.94714118,10.67842316,22.21369984,14.1417588,28.7418071,9.66339411
Solyc12g088370,19.95776707,16.51895763,30.12686656,32.3147793,22.74627037,19.6440929,24.21799206,18.77250409,50.52822971,19.25137543,19.19928837,23.57156915,17.00442205,33.52119659,22.47806113,8.784254601,25.96343279,35.68768026,33.2556607,36.67843462,25.45516584,25.04114524,17.3372659
Solyc12g088680,7.119658839,6.81975315,7.882029042,4.325600379,9.423454866,8.31985111,6.432904141,8.492323279,9.688303632,9.493828978,8.389605001,6.164871932,9.464725479,7.871905266,5.387999672,9.6789472,8.605856936,9.414541418,8.69528743,12.01089584,9.899231159,11.34869637,9.521285373
Solyc12g096000,43.13452882,78.50293626,76.36810361,79.89638347,68.72623118,65.17216703,65.96880128,39.7798301,37.11365545,30.85494418,32.75172722,62.01135884,75.95843244,82.32700924,49.2496845,52.38018485,38.50756324,57.80090545,50.18858885,72.45282332,72.65328583,68.21553359,69.49117235
Solyc12g096540,256.4213298,244.601813,332.7967818,344.5213478,316.1731581,276.8661564,209.0063169,263.0385395,311.963377,242.6200739,258.625708,356.4746535,398.3205655,263.2496319,237.3245481,299.0713349,270.2822526,328.8521212,358.7950182,380.6033339,326.4978563,309.7453975,194.8310783
Solyc12g096740,0,0.15155007,1.401249608,4.071153298,1.299786878,3.466604629,0,0.670446575,3.130067327,4.483197017,0.645354231,3.263755729,0.40104769,0,0,0,2.917239639,0.656828471,6.7121517,21.69710217,0.70708794,5.550992787,0
Solyc12g096770,11.09606404,2.57635119,86.70231946,95.41765541,69.70107134,47.37692993,5.676091889,36.20411503,74.37636173,35.60185867,38.07589962,47.1431383,50.85284706,17.31819159,6.229874621,1.138699671,62.42892828,95.67801395,84.35954296,127.2121764,43.13236434,50.20564588,1.421087369
Solyc12g096780,15.71626818,4.39495203,83.89982025,62.08508779,59.62772303,45.7591811,10.97377765,58.99929857,118.9425584,148.4729365,139.2351753,86.67084657,94.96809294,20.79494974,22.89899861,3.25342763,149.0709456,181.9414865,136.3787186,189.4621957,70.35525002,132.1136283,1.705304843
Solyc12g099030,75.85466306,65.46963024,109.2974694,116.5367631,92.77228842,108.6202784,67.86083191,108.8358273,115.9615419,79.9063939,79.21723184,102.2643462,126.73107,108.8946895,88.56524461,97.6841646,86.78787927,122.8269241,104.1909003,87.69245461,130.2809529,100.9047133,75.03341309
Solyc12g099330,354.0515452,293.7040357,510.5803257,473.0171238,419.0187948,369.0778395,291.4988523,420.3700023,551.6371037,386.0823784,431.2579648,481.5852897,470.5893592,345.839038,310.3151061,423.189599,389.5973538,553.4874583,570.9905412,426.0639289,449.0008419,409.5399123,285.3543437
Solyc12g099570,15.33756293,28.33986309,31.17780377,43.00155671,25.34584412,28.88837191,12.36126678,18.32553971,12.81837096,12.92215611,10.32566769,15.95613912,26.87019521,28.40445817,18.43706138,24.97005706,24.94239892,24.9594819,21.20429742,39.90717006,34.82408104,43.05103295,46.89588318
Solyc00g019980,0.075741052,0,0.350312402,0,0.649893439,0,0.126135375,0.670446575,0.447152475,0.527434943,0.645354231,1.450558102,0.80209538,0.262396842,0.505124969,0.162671382,0.583447928,0.218942824,0.915293414,0.129149418,0,0.370066186,0.284217474
Solyc01g005800,0.454446309,0,0.875781005,2.798917892,1.949680317,1.617748827,0.378406126,3.799197257,5.514880529,0.791152415,1.290708462,2.175837152,6.65739165,1.443182632,9.765749406,1.870720887,0.875171892,2.189428237,0.457646707,3.099586024,2.12126382,0.123355395,0.142108737
Solyc01g006890,14.50441136,21.06545973,11.20999686,12.97680114,10.56076838,10.63092086,8.451070145,12.51500273,17.88609901,19.5150929,23.55542943,17.76933674,12.83352607,20.00775922,26.43487339,12.20035361,22.31688324,16.6396546,9.610580844,17.17687255,24.39453393,31.57898119,16.62672222
Solyc01g007010,3.105383111,2.27325105,3.152811617,6.361177028,2.437100396,8.782065061,1.765895254,4.693126023,1.788609901,0.527434943,0.484015673,1.450558102,9.143887327,3.411158949,84.60843235,1.220035361,1.021033874,3.722028003,2.288233534,4.520229619,2.12126382,3.577306463,1.563196106
Solyc01g007030,4.279369409,0.15155007,11.73546546,5.343388703,11.53560854,8.31985111,3.153384383,13.85589588,4.471524753,1.054869887,1.129369904,1.450558102,8.020953795,2.295972369,130.4906171,3.009420558,0.437585946,12.26079813,5.186662678,7.103217973,3.18189573,5.057571206,3.410609686
Solyc01g007100,7.839198829,10.30540476,8.407497645,5.343388703,4.224307354,4.159925555,3.657925884,12.29152054,8.048744556,7.384089205,7.582912213,3.989034779,4.652153201,7.937504477,14.98537409,6.42551957,7.584823062,5.254627768,4.881564873,12.78579235,8.838599249,8.634877669,5.684349477
Solyc01g008450,0,0,0.175156201,0.763341243,0.16247336,0,0,0.446964383,0.29810165,0,0.161338558,0.362639525,0.160419076,0,0.420937474,0.325342763,0.437585946,1.532599766,0.610195609,0,0.176771985,0,0.568434948
Solyc01g010060,2.007137864,1.36395063,18.9168697,6.87007119,14.1351823,4.853246481,1.513624504,2.011339724,28.4687076,2.637174716,2.904094039,6.890150983,3.689638746,11.61106027,41.16768499,12.03768223,2.625515675,5.692513416,3.966271459,5.295126125,5.479931534,18.3799539,1.278978632
Solyc01g010660,8.975314601,6.51665301,7.006248037,9.668989082,6.66140775,5.546567407,8.198799395,14.52634245,11.77501518,11.33985128,11.77771471,6.890150983,10.82828762,10.95506816,27.27674834,8.214904766,12.83585441,10.94714118,5.33921158,14.98133245,12.02049498,9.498365436,11.08448148
Solyc01g059880,88.35193656,67.89443136,146.2554278,112.2111628,105.2827371,90.82504128,80.09596332,124.9265451,158.5900779,126.3206689,121.8106111,106.2533809,115.7423633,128.7712503,133.1004294,76.61822069,89.41339494,133.1172368,129.6665669,124.6291881,86.26472867,107.9359709,108.4289663
Solyc01g065530,6.059284119,2.27325105,29.07592936,37.14927384,17.22217613,11.32424179,12.2351314,47.15474242,81.23269968,41.13992557,48.56290587,45.6925802,57.02898148,33.78359343,222.8442989,45.46665113,24.35895099,33.71719485,33.7133074,72.06537507,37.6524328,32.56582435,22.59528917
Solyc01g066040,0.643798938,0,0,0.254447081,0.32494672,0,0,0.446964383,0.447152475,0.263717472,0.322677115,0.725279051,0,0.983988158,1.852124887,0.162671382,0.583447928,0,0.457646707,0,0.883859925,0.123355395,0
Solyc01g067930,0.908892618,0,0.875781005,0.763341243,1.299786878,1.848855802,0.630676877,2.234821916,2.384813202,1.318587358,2.09740125,1.813197627,1.203143069,0.918388948,3.45168729,0.569349835,1.166895856,2.846256708,1.98313573,1.549793012,1.41417588,2.220397115,0.284217474
Solyc01g073950,44.30851512,29.24916351,57.27607771,52.41609871,59.95266975,52.23017641,53.35526375,60.7871561,84.80991949,93.61970242,87.7681754,60.56080074,63.44574452,75.43909213,156.672928,42.05055212,40.403769,54.5167631,56.59564275,73.61516808,64.52177452,46.25827323,41.2115337
Solyc01g079200,4.014275729,0.45465021,4.028592622,4.071153298,1.787206957,2.542176728,0.882947627,8.492323279,5.067728054,4.746914489,4.840156732,5.076953356,13.9564596,0.721591316,40.83093501,1.789385197,3.063101621,3.284142355,5.491760482,6.974068555,2.82835176,7.401323716,0.852652422
Solyc01g079600,22.49509229,24.39956127,21.19390031,17.04795443,12.99786878,12.47977667,14.12716203,16.76116437,25.63674192,11.33985128,12.10039183,14.50558102,18.20756512,17.3837908,68.86537081,39.6104814,17.06585189,15.32599766,13.88195011,14.5938842,16.97011056,20.60035101,20.32154938
Solyc01g080500,374.3880175,361.2953669,406.3623862,405.0797531,454.1130405,394.9618207,434.0318264,355.783649,646.1353268,352.5902595,317.1916045,395.2770827,386.6099729,503.8675362,1264.664548,368.5320148,343.7966915,539.2561747,456.5788645,282.3206271,331.9777878,465.1731956,285.9227787
Solyc01g087590,4.771686244,4.5465021,1.751562009,2.798917892,3.249467195,1.386641852,2.648842881,6.257501364,15.79938746,6.065501847,6.937557982,5.076953356,3.12817198,10.23347685,91.00668196,8.458911838,9.043442882,4.378856474,2.288233534,9.815355744,10.07600314,5.797703578,3.836935897
Solyc01g090300,0.075741052,0,1.751562009,0.254447081,1.949680317,0,0,0,1.043355776,0,0,0,0.641676304,1.771178685,10.86018684,0,0.145861982,0.875771295,0.152548902,0.387448253,0.883859925,0,0.284217474
Solyc01g090800,20.56369548,18.64065861,17.16530769,20.10131941,25.0208974,24.2662324,7.946528644,23.24214792,20.12186139,19.5150929,29.84763318,17.76933674,22.85971832,64.09042871,108.6018684,64.98721691,11.96068252,11.16608401,10.52587426,19.24326323,31.8189573,19.73686324,35.10085802
Solyc01g091590,3.256865214,0,15.58890188,15.77571903,16.5722827,30.04390679,5.045415012,10.95062739,62.8994482,0,0,0,49.32886584,0,478.6059084,19.60190147,0,22.77005366,2.440782437,19.11411382,6.363791459,0,0
Solyc01g094410,18.02637025,18.94375875,27.14921114,22.9002373,19.98422325,29.11947888,28.63273019,27.48830956,50.37917889,31.11866165,27.1048777,16.68141817,22.93992785,31.02842659,110.2014308,27.08478502,22.31688324,17.51542589,17.84822157,34.3537451,28.63706157,27.87831933,20.74787559
Solyc01g094920,69.45454421,119.2699051,70.41279278,72.26297103,62.55224351,65.403274,68.74377954,89.16939443,63.64470232,76.74178424,78.57187761,64.54983552,116.143411,174.8218961,159.8720528,108.095133,85.18339747,77.28681676,68.18935932,110.5519015,93.51238005,120.8882874,121.7871875
Solyc01g095100,5.264003078,4.84960224,7.181404238,4.58004746,7.148827829,5.315460431,7.441987143,3.799197257,7.154439605,3.428327131,4.033463943,6.527511457,4.972991353,6.363123424,25.50881095,6.262848188,3.063101621,5.911456239,4.271369264,5.165976707,4.772843595,5.797703578,4.263262107
Solyc01g096420,45.55824247,44.25262044,53.07232888,45.29158044,49.06695465,51.76796246,28.88500094,85.14671498,59.02412674,42.7222304,45.82015039,39.52770827,62.16239191,73.20871898,93.02718184,46.44267942,56.44858702,49.70002098,35.69644313,80.20178838,62.22373871,56.12670485,69.91749856
Solyc01g096510,0.833151566,0.30310014,7.706872841,3.053364973,9.585928226,3.92881858,1.513624504,6.034019172,35.92124885,3.164609659,2.420078366,1.087918576,11.630383,6.625520266,41.50443497,2.033392269,1.896205766,5.692513416,3.35607585,2.970436607,2.82835176,1.110198557,0.710543685
Solyc01g097190,21.43471757,25.61196183,13.48702747,13.4856953,15.27249582,16.8708092,12.86580828,11.84455615,24.44433532,15.8230483,15.6498401,14.14294149,14.67834545,23.81251343,16.92168647,13.25771759,18.23274775,19.04802566,19.67880839,15.62707954,12.37403895,11.59540716,14.35298243
Solyc01g098190,23.93417227,28.33986309,14.36280848,13.4856953,25.8332642,16.63970222,37.33607109,30.17009586,32.19497822,35.07442372,37.75322251,30.09908061,22.21804201,19.54856474,33.16987298,22.52998634,37.63239135,30.43305249,22.57723754,33.32054976,44.54654022,31.45562579,33.82187939
Solyc01g098590,9.316149333,1.5155007,10.85968446,18.32018984,17.38464949,14.09752549,10.2169654,12.73848492,7.154439605,9.75754645,5.001495289,3.626395254,41.22770251,28.92925185,119.8829927,1.220035361,8.605856936,17.29648307,15.55998803,16.91857372,10.6063191,17.02304455,1.136869895
Solyc01g098690,2.537325225,1.66705077,2.627343014,1.526682487,1.624733598,3.92881858,2.648842881,4.022679448,2.682914852,3.428327131,2.258739808,2.901116203,4.33131505,5.313536055,18.85799885,2.928084867,2.771377657,1.532599766,3.966271459,4.132781366,4.065755655,5.550992787,3.268500949
Solyc01g098790,1.931396813,2.42480112,1.751562009,1.272235406,2.112153677,1.155534876,1.009083002,2.90526849,3.279118152,1.58230483,4.194802501,2.175837152,4.411524587,1.18078579,18.60543637,3.741441775,2.187929729,2.408371061,1.678037925,4.132781366,2.82835176,1.973686324,1.84741358
Solyc01g098800,13.78487137,17.27670798,12.78640267,21.62800189,12.34797534,12.94199062,12.48740216,23.9125945,24.59338614,22.15226762,23.55542943,25.7474063,31.76297703,17.97418369,70.38074572,22.20464358,14.73206018,14.01234072,12.66155889,31.51245791,22.98035805,18.13324311,18.75835327
Solyc01g099510,104.7120037,144.1241166,170.6021397,163.6094731,183.5948965,148.1395712,176.5895254,192.6416491,180.0533967,150.8463938,153.4329684,213.95732,232.0461933,195.1576514,328.162855,164.2980953,81.6827099,140.1234072,147.3622396,332.5597505,148.4884674,150.0001607,117.9502516
Solyc01g100240,4.317239935,7.27440336,3.152811617,5.088941622,2.437100396,3.92881858,3.027249007,3.352232873,3.875321453,4.746914489,4.517479616,2.901116203,6.015715347,15.87500895,43.10399738,3.090756249,6.70965117,2.846256708,2.288233534,9.815355744,9.545687189,7.401323716,13.64243874
Solyc01g102490,35.37107104,41.07006897,22.24483752,28.75252016,24.04605724,21.72405568,24.34412743,41.79116982,37.56080793,47.20542742,49.36959866,36.62659207,36.33492069,32.01241475,50.25993444,27.57279917,44.4879045,30.87093814,36.15408984,48.04358338,47.72843594,40.95399123,33.53766191
Solyc01g102840,11.3232872,8.33525385,7.706872841,7.633412433,8.773561427,8.782065061,9.081747022,20.33687943,33.98358812,18.72394048,15.97251721,8.70334861,15.40023129,12.00465553,129.0594296,22.69265772,12.39826847,8.538770124,7.627445114,22.73029751,10.25277513,11.47205176,7.389654319
Solyc01g102940,15.2996924,11.06315511,16.99015149,11.70456573,14.78507574,16.8708092,13.11807903,23.68911231,23.69908119,17.40535313,17.90857991,16.68141817,15.40023129,25.58369212,23.74087355,12.36302499,18.67033369,14.01234072,16.47528145,13.56068886,16.26302262,11.59540716,20.74787559
Solyc01g104434,6.703083056,4.39495203,5.955310832,2.544470811,4.224307354,3.92881858,5.676091889,8.268841088,12.66932013,10.28498139,9.357636348,8.340709084,8.903258713,4.001551844,15.65887405,2.277399341,6.417927206,8.3198273,9.458031941,18.9849644,5.833475504,5.674348183,5.826458213
Solyc01g106290,4.279369409,5.00115231,8.232341444,9.668989082,9.748401585,8.782065061,5.045415012,8.268841088,14.90508251,4.219479546,7.09889654,5.802232406,14.67834545,18.0397829,67.3499959,11.14298963,5.834479278,9.852427066,6.101956091,22.60114809,13.43467086,13.56909348,7.105436846
Solyc01g106390,1.817785236,2.72790126,5.780154631,3.307812054,4.386780713,3.92881858,5.549956513,2.90526849,9.837354457,4.219479546,3.226771154,3.626395254,4.652153201,3.345559738,25.25624846,2.846749176,3.792411531,7.006170358,4.118820362,6.457470884,3.712211685,5.550992787,3.552718423
Solyc01g107170,4.014275729,2.27325105,5.079529827,4.834494541,4.711727433,5.315460431,3.405655133,4.693126023,9.390201982,1.318587358,1.613385577,0.725279051,5.855296271,3.345559738,40.40999754,1.545378124,2.479653693,4.15991365,3.203526948,5.165976707,3.88898367,2.837174091,0.994761158
Solyc01g107280,0.795281041,1.36395063,0.350312402,0.763341243,0.16247336,0.231106975,0.126135375,0.223482192,1.043355776,1.054869887,0.968031346,0,0.561466766,1.836777895,3.2833123,1.05736398,4.959307387,4.378856474,1.372940121,1.67894243,1.06063191,2.34375251,0.852652422
Solyc01g107290,15.94349134,13.18485609,31.52811617,25.69915519,21.44648349,13.40420457,15.38851579,35.98063284,57.08646602,35.07442372,32.10637299,21.03309247,22.13783248,28.40445817,161.9767401,32.20893354,25.67170883,24.52159625,24.56037327,31.12500966,29.16737752,24.79443445,17.47937464
Solyc01g107300,7.081788314,6.81975315,11.56030926,11.95901281,10.0733483,6.470995308,12.36126678,8.045358896,9.539252807,11.60356875,11.29369904,9.42862766,13.23457376,10.69267132,33.67499795,8.458911838,8.751718918,8.976655771,10.52587426,16.53112546,9.545687189,8.88158846,7.958089267
Solyc01g108240,8.331515663,1.36395063,0.700624804,1.017788324,0.32494672,0.693320926,1.009083002,5.363572597,0.894304951,2.637174716,3.54944827,1.450558102,2.646914752,4.526345528,142.6978038,1.545378124,3.063101621,3.940970826,2.135684632,1.808091848,16.79333857,1.603620139,0.710543685
Solyc01g109110,5.907802016,5.60735259,8.057185243,10.43233033,5.849040951,4.159925555,5.928362639,12.73848492,16.39559076,10.54869886,6.453542309,7.615430033,11.06891624,9.905480793,46.13474719,8.377576148,7.43896108,5.473570592,4.118820362,10.9777005,4.94961558,8.758233064,5.400132003
Solyc01g109250,42.79369409,32.43171498,33.45483438,39.18485049,55.07846896,31.19944166,20.05552467,38.88590133,85.70422444,36.12929361,37.10786828,33.36283634,58.23212455,42.70508607,281.1020454,69.62335129,39.38273513,47.51059274,35.84899204,28.15457305,44.7233122,60.56749908,32.40079202
Solyc01g109580,14.20144715,10.15385469,15.41374568,17.5568486,20.14669661,17.33302315,15.51465116,13.85589588,20.27091221,18.98765796,22.74873664,16.31877864,28.07333828,21.18854501,24.666936,26.27142811,16.04481802,19.92379696,26.543509,21.1805045,22.62681408,23.4375251,24.86902896
Solyc01g111610,9.581243013,7.12285329,11.73546546,12.21345989,12.18550198,11.09313481,4.162467385,6.257501364,15.05413334,6.856654262,6.776219424,6.527511457,14.75855498,19.74536238,48.32362206,7.726890622,3.500687567,12.26079813,9.458031941,8.394712149,8.661827264,5.921058973,7.81598053
Solyc01g111980,141.4085431,40.61541876,385.1684859,206.3565828,280.2665456,134.2731526,226.9175402,561.6107474,775.0642906,325.1636425,283.6331845,212.5067619,353.0021765,630.1460166,1319.554795,234.4094608,183.4943733,257.2578178,250.7903953,325.9731302,157.6806106,257.5660653,92.51278773
Solyc02g020890,4.582333615,3.78875175,7.006248037,4.834494541,7.473774549,4.853246481,3.531790509,4.022679448,5.812982179,3.428327131,4.194802501,3.263755729,3.850057822,9.708683162,26.3506859,6.344183879,4.229997477,4.597799297,3.050978046,4.520229619,4.772843595,3.700661858,5.400132003
Solyc02g032860,6.210766222,6.97130322,12.26093407,16.28461319,12.67292206,5.084353456,3.657925884,19.66643286,42.03233268,17.93278807,18.55393414,7.978069559,15.48044082,4.919940791,34.18012292,4.148120229,6.417927206,7.662998829,7.779994016,20.79305625,6.540563444,6.661191345,4.263262107
Solyc02g062100,10.1493009,13.03330602,9.45843485,10.94122449,10.23582166,8.088744135,10.84764228,16.53768218,19.97281056,19.25137543,17.26322568,13.41766244,17.48567927,12.07025474,30.89681062,13.09504621,13.85688829,9.633484242,14.03449901,14.98133245,15.02561872,10.4852086,10.94237274
Solyc02g062550,6.097154644,1.5155007,16.11437049,7.887859514,9.423454866,9.244279011,2.270436756,19.44295067,49.03772146,14.76817841,13.55243885,10.51654624,21.81699432,8.134302108,125.6919298,2.11472796,11.23137261,16.42071178,11.89881438,23.3760446,9.545687189,8.141456088,2.131631054
Solyc02g063544,0.037870526,0,1.226093407,4.071153298,0,0,0.378406126,0.670446575,0.447152475,0,0.484015673,0,2.807333828,1.508781843,7.745249529,0.406678454,0.145861982,0,0,0.516597671,0.883859925,0.246710791,0.568434948
Solyc02g064680,34.08347317,19.39840896,33.80514678,34.60480303,33.14456539,22.64848358,11.98286065,91.62769854,239.8227776,167.196877,158.4344637,58.38496359,82.37519548,55.89052739,815.1875129,105.8177337,57.32375891,37.43922285,31.73017167,117.9134183,86.44150066,42.80432216,20.60576685
Solyc02g064980,1.363338927,0.45465021,1.401249608,1.526682487,0.974840159,1.848855802,1.009083002,1.787857533,0.894304951,0.791152415,0.806692789,0.362639525,1.203143069,1.967976317,27.36093583,1.870720887,0.437585946,1.094714118,2.288233534,1.67894243,2.82835176,1.480264743,0.852652422
Solyc02g067340,8.142163035,6.0620028,3.67828022,10.17788324,4.549254073,7.395423209,4.667008886,8.045358896,8.943049507,5.801784376,8.066927886,9.791267186,15.96169805,10.82386974,22.05712366,16.51114522,5.251031351,3.503085179,8.69528743,6.71576972,10.25277513,8.018100693,8.810741689
Solyc02g069060,24.38861858,20.76235959,37.8337394,19.08353108,19.00938309,18.02634407,11.98286065,21.67777258,36.51745215,31.64609659,44.85211905,48.23105688,28.15354782,27.02687475,22.39387364,7.645554931,39.67445909,85.82558688,46.9850619,16.53112546,35.354397,34.78622147,18.33202706
Solyc02g070040,17.49618289,8.63835399,13.83733987,11.19567157,12.5104487,15.71527432,11.09991303,13.1854493,21.76142047,5.801784376,8.066927886,2.538476678,10.3470304,17.44939001,89.07036958,11.71233947,8.605856936,9.633484242,6.407053896,6.328321467,13.25789887,10.23849781,4.689588318
Solyc02g071220,21.39684704,11.36625525,10.68452826,9.923436163,14.78507574,17.10191617,7.694257894,17.65509313,22.65572542,12.13100369,7.09889654,10.51654624,8.662630099,5.838329739,88.7336196,46.11733666,6.70965117,14.45022636,11.44116767,28.67117073,9.545687189,5.674348183,8.668632952
Solyc02g072080,6.740953582,13.48795623,11.91062166,12.46790697,9.260981506,11.09313481,8.829476271,7.821876705,12.22216766,6.59293679,7.260235097,5.439592881,10.3470304,9.577484741,30.56006064,9.6789472,8.459994954,10.94714118,7.627445114,10.33195341,7.601195354,6.291125159,8.100198004
Solyc02g077970,0,0,0,0,0,0.231106975,0.378406126,0.223482192,0,0,0,0,0.320838152,0.262396842,1.431187413,0.325342763,0.291723964,0.656828471,0.152548902,0,0.176771985,0.246710791,0
Solyc02g078130,2.688807328,2.57635119,3.327967818,2.29002373,4.549254073,2.079962778,4.414738136,7.374912322,5.067728054,6.856654262,6.453542309,3.626395254,3.689638746,10.03667921,15.74306154,4.31079161,15.02378414,13.13656942,6.101956091,12.78579235,9.368915204,5.674348183,7.958089267
Solyc02g078480,22.38148071,28.18831302,44.13936264,27.98917892,29.24520476,22.87959055,18.79417092,53.18876159,52.01873796,24.78944233,27.58889337,20.67045295,27.2712429,57.92410292,85.53449479,17.89385197,23.04619315,35.90662308,23.64507985,50.49742231,20.68232224,28.49509631,16.05828727
Solyc02g079040,64.0011885,71.83473318,92.83278649,60.5584053,77.17484588,55.00346012,51.084827,63.4689424,95.69062972,78.58780654,77.4425077,63.82455647,55.18416211,113.8146303,258.0346718,84.99579684,64.76271999,72.68901746,54.00231141,66.64109952,63.46114261,116.6942039,70.48593351
Solyc02g080670,22.22999861,15.91275735,2.452186813,13.99458946,4.711727433,6.933209258,4.540873511,16.31419998,10.13545611,23.73457245,30.00897174,23.93420868,32.56507241,31.15962501,36.87412276,40.99318814,29.9017063,8.3198273,9.000385235,18.46836673,39.24338067,19.61350785,29.84283475
Solyc02g081540,0.492316835,0.45465021,0,0.254447081,0.32494672,0,0.504541501,0.446964383,1.043355776,0.263717472,0.322677115,0,0.561466766,0.655992106,3.030749816,0.650685526,1.604481802,0.437885647,0.305097805,2.066390683,0.530315955,0,0.426326211
Solyc02g082850,3.484088368,1.97015091,4.554061224,3.053364973,1.137313518,1.386641852,3.027249007,7.821876705,6.856337955,6.856654262,6.776219424,5.076953356,3.769848284,1.377583422,6.5666246,2.684077795,3.646549549,3.722028003,2.593331339,2.712137771,2.651579775,4.934215811,3.126392212
Solyc02g084390,1.325468401,1.5155007,3.503124019,1.526682487,2.599573756,2.079962778,3.405655133,2.234821916,4.620575578,9.75754645,5.162833847,6.527511457,1.283352607,0.983988158,8.923874457,3.334763321,2.917239639,2.627313884,3.813722557,6.586620302,5.479931534,1.480264743,2.984283475
Solyc02g084890,2.688807328,5.15270238,1.226093407,2.798917892,1.137313518,1.617748827,2.648842881,2.458304107,1.639559076,1.318587358,1.936062693,1.087918576,4.491734125,4.067151054,25.59299844,3.334763321,2.479653693,0.656828471,1.067842316,2.712137771,3.712211685,3.083884882,3.552718423
Solyc02g086100,3.711311523,3.63720168,1.92671821,1.272235406,1.787206957,1.155534876,3.279519758,2.90526849,1.192406601,0.791152415,1.936062693,3.626395254,4.251105512,2.099174738,4.546124723,2.19606365,2.771377657,2.408371061,3.661173655,2.841287189,0.883859925,1.726975534,3.836935897
Solyc02g086310,0.340834732,0.30310014,0.525468603,1.017788324,0.487420079,0.693320926,1.135218378,1.340893149,1.192406601,0,0.322677115,1.087918576,0.641676304,5.575932897,0.926062444,1.545378124,2.479653693,2.627313884,0.762744511,0,0.70708794,0.493421581,2.700066001
